C,Al,V,Cr,Mn,Fe,Co,Ni,Cu,Mo,Ti,YS,UTS,Elongation
1.86369508,43.35407505,1.140633701,5.323894116,16.06471258,3.221522405,15.57588726,3.764645406,1.821719339,1.973875165,5.914353236,1418.516702,1696.999124,4.480856908
1.864923542,43.35407505,1.140304429,5.323894116,16.05767878,3.221522405,15.57588726,3.834839089,1.821719339,1.973875681,5.834703487,1418.529832,1697.012254,4.467726699
2.966409715,36.90821538,24.51170949,9.582566441,1.053287172,2.423175636,8.377090158,0.885711192,5.322234898,2.677893313,5.291024164,1439.174433,1683.511347,6.638066806
2.966421367,36.91022632,24.511701,9.582539321,1.053278294,2.423518014,8.377092941,0.885757004,5.322262563,2.676136595,5.290854081,1439.175046,1683.51196,6.637453794
2.966422929,36.91044296,24.51185969,9.58253931,1.053287074,2.423170479,8.377093175,0.885687374,5.322262633,2.676093184,5.290855022,1439.174989,1683.511903,6.637510812
2.966426807,36.90822028,24.5117002,9.582514241,1.053287172,2.423175634,8.377090225,0.885693377,5.322234898,2.678111498,5.29085526,1439.174414,1683.511328,6.638086217
2.966438213,36.91938002,24.51170759,9.582539316,1.053278294,2.422830615,8.377087994,0.885754922,5.322251353,2.676486326,5.290849527,1439.166901,1683.503815,6.645598901
2.968644981,36.90821538,24.5117002,9.582754008,1.053287155,2.423175631,8.377090225,0.885693193,5.322234898,2.678111498,5.291024164,1439.173207,1683.510121,6.639292607
2.968662682,36.90792972,24.51185652,9.580960387,1.053287156,2.423183219,8.377090152,0.885691194,5.322257672,2.676511113,5.292874177,1439.174959,1683.511874,6.637540542
2.968662683,36.90821538,24.51170089,9.580982027,1.053287156,2.42318341,8.377090159,0.885691995,5.322263696,2.670479924,5.292879502,1439.170048,1683.506962,6.642452007
2.968678301,36.90975239,24.51182272,9.582537367,1.053278294,2.422845118,8.377092939,0.885754922,5.322251556,2.675888631,5.290849527,1439.174561,1683.511475,6.637938826
2.968678633,36.91021827,24.51182272,9.580943837,1.0532869,2.423511589,8.377092939,0.885692466,5.322251556,2.676133973,5.290777035,1439.174916,1683.51183,6.637583823
2.968695295,36.88861863,32.84449401,9.581046734,1.053287075,2.423540786,8.377090158,0.885088324,5.322262677,2.67605701,5.292858863,1430.782305,1675.119219,15.03019545
2.96871649,36.90712898,24.51170353,9.582515592,1.053287073,2.423176457,8.377090132,0.888041621,5.322263094,2.670433072,5.292982522,1439.172828,1683.509742,6.639672001
2.968750113,36.90763563,24.51170085,9.580961632,1.053287156,2.423183244,8.377090176,0.885691995,5.322235308,2.67657465,5.292876799,1439.175156,1683.51207,6.637344362
4.109619566,41.93478013,16.53096752,11.17535477,0.369545325,0.892636193,5.825522005,12.52164005,1.051692685,2.718595936,0.891670378,1750.020508,1863.253906,-0.909667969
4.210665267,41.96989344,15.85243971,6.816336286,0.388428777,6.578434909,5.829017101,12.48939564,1.051772303,3.599682405,2.833297644,1690.048828,1807.089844,-6.7265625
4.210985569,45.83838872,15.81400046,7.066243362,0.280775391,2.786897435,5.836233788,12.48946353,1.128138346,3.600567206,0.547985305,1699.924805,1858.388672,-2.568359375
4.211284262,45.81795999,16.21801857,6.816336286,0.388363762,0.323241591,5.829017131,12.48933188,1.051774407,3.59979997,2.71578871,1745.234375,1848.160156,-0.282470703
4.217668465,45.70859069,16.22582509,7.07854395,0.388421695,0.376100708,5.829017038,12.48934659,1.051959393,3.531471226,2.833748156,1755.831055,1859.355469,1.590332031
4.217876862,41.93562539,16.20429205,7.083229604,0.388421695,4.368806564,5.829010049,12.48684541,1.051960069,3.599687723,2.833273573,1751.832031,1859.009766,1.127441406
4.217876879,41.92931886,16.20429205,7.078083092,0.391043498,4.230084081,5.829010049,12.48664897,1.051960069,3.599687545,2.833273573,1756.392578,1864.101563,1.3359375
4.217876879,41.92931886,16.20429205,7.083229604,0.388421963,4.368806564,5.829010049,12.48668527,1.051960069,3.599687718,2.833273573,1753.552734,1863.294922,1.03125
4.217881404,41.9356226,16.20843794,7.082902216,0.389242429,4.368806564,5.829010049,12.48664695,1.051989388,3.59967954,2.833246165,1736.700195,1851.074219,-1.892333984
4.217881503,41.9356226,16.20803442,7.082902216,0.389225987,4.368806564,5.829010049,12.48664695,1.051988023,3.59967954,2.833280659,1747.685547,1860.767578,-0.763916016
4.21788151,41.93563412,16.20760796,7.084767693,0.388421701,4.41676369,5.829959278,12.48664627,1.051946859,3.599460773,2.833273481,1736.382813,1859.833984,-2.911865234
4.21788151,41.93522995,16.20630659,7.08213284,0.374007345,4.368806564,5.828935429,12.48668764,1.051947097,3.603097037,2.833235944,1742.104492,1864.279297,-1.083007813
4.217881556,41.93565047,16.20813632,7.084870702,0.388421695,4.309416503,5.876400056,12.48664696,1.051959616,3.60325729,2.560501586,1616.892578,1758.802734,-2.378173828
4.217904173,41.92941912,16.10126748,7.081604312,0.388435525,4.369118577,5.829959946,12.48664797,1.051946859,3.428833606,2.833285679,1712.336914,1863.845703,-1.863769531
4.219214671,45.39570781,16.3153957,7.048087481,0.275593754,2.786897435,6.255118221,12.38380877,1.128138346,3.640793968,0.547985305,1692.301758,1857.486328,-5.510253906
4.898416909,46.57355099,10.2580846,2.379073718,13.51909944,3.187770536,4.325315422,4.25679739,0.400827264,8.901627053,0.957024708,1603.95554,1780.456516,1.517116653
5.08154176,45.29196447,13.89349146,0.034658737,21.97327516,1.381956854,0.282666472,4.364039503,2.725802085,5.422772074,0.335653708,1021.423215,1434.28845,-1.318723025
5.094060883,45.29206359,13.87995757,0.036618443,22.05311965,1.352375557,0.394816913,3.901972879,1.127024982,6.491899117,0.397418976,1022.189709,1435.054943,-2.08521675
5.094060883,45.29235784,13.89204266,0.035190502,22.02820573,0.07376082,1.039764089,3.901945174,1.128986202,6.55651586,0.335311145,1021.589178,1434.454413,-1.484686224
5.095278592,45.29234552,13.90242899,0.000610957,22.99587122,1.379852458,0.445065483,3.901971243,0.36697775,5.390648778,0.39642801,1021.378517,1434.243751,-1.274024315
